"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"4974","Azerbaijan","AZE","Europe & Central Asia","Upper middle income","2010",1891,9054332,15627.6056198817
"4975","Burundi","BDI","Sub-Saharan Africa","Low income","2010",29365,9461117,693.470003441916
"4976","Belgium","BEL","Europe & Central Asia","High income: OECD","2010",17892,10895586,39257.834474162
"4977","Benin","BEN","Sub-Saharan Africa","Low income","2010",7139,9509798,1723.79692585274
"4978","Burkina Faso","BFA","Sub-Saharan Africa","Low income","2010",531,15632066,1393.56272130626
"4979","Bangladesh","BGD","South Asia","Lower middle income","2010",229253,151616777,2401.71873977807
"4980","Bulgaria","BGR","Europe & Central Asia","Upper middle income","2010",5530,7395599,15084.3455215573
"4981","Bahrain","BHR","Middle East & North Africa","High income: nonOECD","2010",165,1261319,39423.6512887923
"4982","Bahamas, The","BHS","Latin America & Caribbean","High income: nonOECD","2010",28,360830,22431.1376351944
"4983","Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","2010",7016,3835258,8941.52942054123
"4984","Belarus","BLR","Europe & Central Asia","Upper middle income","2010",589,9490000,15385.4592726836
"4985","Belize","BLZ","Latin America & Caribbean","Upper middle income","2010",134,321609,7717.44853198427
"4986","Bermuda","BMU","North America","High income: nonOECD","2010",NA,65124,55254.2141192067
"4987","Bolivia","BOL","Latin America & Caribbean","Lower middle income","2010",695,9918245,5298.08290966756
"4988","Brazil","BRA","Latin America & Caribbean","Upper middle income","2010",4357,198614208,14114.5185436045
"4989","Barbados","BRB","Latin America & Caribbean","High income: nonOECD","2010",NA,279566,15036.3625304529
"4990","Brunei Darussalam","BRN","East Asia & Pacific","High income: nonOECD","2010",NA,393302,70486.3330607909
"4991","Bhutan","BTN","South Asia","Lower middle income","2010",NA,720246,6354.39393447452
"4992","Botswana","BWA","Sub-Saharan Africa","Upper middle income","2010",2986,2047831,12854.1648943944
"4993","Central African Republic","CAF","Sub-Saharan Africa","Low income","2010",21574,4444973,864.009916301557
"4994","Canada","CAN","North America","High income: OECD","2010",165549,34005274,40084.5621249012
"4995","Central Europe and the Baltics","CEB","","","2010",32590,104543801,20474.0246131025
"4996","Switzerland","CHE","Europe & Central Asia","High income: OECD","2010",48813,7824909,51356.9639825486
"4997","Channel Islands","CHI","Europe & Central Asia","High income: nonOECD","2010",NA,159583,NA
"4998","Chile","CHL","Latin America & Caribbean","High income: OECD","2010",1621,17015048,18249.5407673741
"4999","China","CHN","East Asia & Pacific","Upper middle income","2010",300986,1337705000,9238.75526967938
"5000","Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income","2010",26218,20131707,2671.13955297229
"5001","Cameroon","CMR","Sub-Saharan Africa","Lower middle income","2010",104275,20590666,2522.88180995012
"5002","Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income","2010",133112,4066078,5482.1113761029
"5003","Colombia","COL","Latin America & Caribbean","Upper middle income","2010",212,45918101,10680.0020763025
"5004","Comoros","COM","Sub-Saharan Africa","Low income","2010",NA,698695,1318.89589092466
"5005","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","2010",NA,490379,5850.14532831171
"5006","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","2010",19505,4545273,12402.9592880253
"5007","Caribbean small states","CSS","","","2010",220,6854569,13853.603244398
"5008","Cuba","CUB","Latin America & Caribbean","Upper middle income","2010",411,11308133,18061.0096420539
"5009","Curacao","CUW","Latin America & Caribbean","High income: nonOECD","2010",7,148703,NA
"5010","Cayman Islands","CYM","Latin America & Caribbean","High income: nonOECD","2010",1,55509,NA
"5011","Cyprus","CYP","Europe & Central Asia","High income: nonOECD","2010",3394,1103685,33957.9490993494
"5012","Czech Republic","CZE","Europe & Central Asia","High income: OECD","2010",2449,10474410,27069.6339673463
"5013","Germany","DEU","Europe & Central Asia","High income: OECD","2010",594269,81776930,39639.4799659111
"5014","Djibouti","DJI","Middle East & North Africa","Lower middle income","2010",15104,830802,2644.62822884592
"5015","Dominica","DMA","Latin America & Caribbean","Upper middle income","2010",NA,71167,10016.2463687438
"5016","Denmark","DNK","Europe & Central Asia","High income: OECD","2010",17922,5547683,41835.7966506369
"5017","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","2010",599,9897983,10981.1765996416
"5018","Algeria","DZA","Middle East & North Africa","Upper middle income","2010",94144,36036159,12649.6722659947
"5019","East Asia & Pacific (developing only)","EAP","","","2010",492004,1963842316,8647.11960358923
"5020","East Asia & Pacific (all income levels)","EAS","","","2010",519221,2204603357,11533.5240299159
"5021","Europe & Central Asia (developing only)","ECA","","","2010",134998,256272297,11781.5209122677
"5022","Europe & Central Asia (all income levels)","ECS","","","2010",1610871,889046791,25872.0929254148
"5023","Ecuador","ECU","Latin America & Caribbean","Upper middle income","2010",121249,14934692,9163.15790938064
"5024","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","2010",95056,82040994,9897.74855114653
"5025","Euro area","EMU","","","2010",1024784,336142557,35914.2674794328
"5026","Eritrea","ERI","Sub-Saharan Africa","Low income","2010",4809,4689664,1299.28989642603
"5027","Spain","ESP","Europe & Central Asia","High income: OECD","2010",3820,46576897,32372.8543671681
"5028","Estonia","EST","Europe & Central Asia","High income: OECD","2010",39,1331475,21113.1196108327
"5029","Ethiopia","ETH","Sub-Saharan Africa","Low income","2010",154295,87561814,1053.79672527899
"5030","European Union","EUU","","","2010",1394390,504412209,33252.3767542923
"5031","Fragile and conflict affected situations","FCS","","","2010",5084547,429448546,3460.01494580565
"5032","Finland","FIN","Europe & Central Asia","High income: OECD","2010",8724,5363352,38322.9267423552
"5033","Fiji","FJI","East Asia & Pacific","Upper middle income","2010",1,859952,7630.98884648177
"5034","France","FRA","Europe & Central Asia","High income: OECD","2010",200687,65027512,35891.2938160199
"5035","Faroe Islands","FRO","Europe & Central Asia","High income: nonOECD","2010",NA,48567,NA
"5036","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","2010",NA,103619,3269.641342827
"5037","Gabon","GAB","Sub-Saharan Africa","Upper middle income","2010",9015,1541936,16004.0545164251
"5038","United Kingdom","GBR","Europe & Central Asia","High income: OECD","2010",238150,62766365,35879.7993942833
"5039","Georgia","GEO","Europe & Central Asia","Lower middle income","2010",639,3926000,6598.8932420248
"5040","Ghana","GHA","Sub-Saharan Africa","Lower middle income","2010",13828,24317734,3021.48497625548
"5041","Guinea","GIN","Sub-Saharan Africa","Low income","2010",14113,11012406,1147.08498591832
"5042","Gambia, The","GMB","Sub-Saharan Africa","Low income","2010",8378,1693002,1621.43160048143
"5043","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","2010",7679,1634196,1301.1911819495
"5044","Equatorial Guinea","GNQ","Sub-Saharan Africa","High income: nonOECD","2010",NA,728710,36402.9007213743
"5045","Greece","GRC","Europe & Central Asia","High income: OECD","2010",1444,11121341,28981.4183412436
"5046","Grenada","GRD","Latin America & Caribbean","Upper middle income","2010",NA,104677,10951.8842472456
"5047","Greenland","GRL","Europe & Central Asia","High income: nonOECD","2010",NA,56905,NA
"5048","Guatemala","GTM","Latin America & Caribbean","Lower middle income","2010",138,14732261,6532.7580382883
"5049","Guam","GUM","East Asia & Pacific","High income: nonOECD","2010",NA,159440,NA
"5050","Guyana","GUY","Latin America & Caribbean","Lower middle income","2010",7,753362,5666.09378285165
"5051","High income","HIC","","","2010",2173117,1368206193,35964.1493465111
"5052","Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","2010",154,7024200,47134.560848342
"5053","Honduras","HND","Latin America & Caribbean","Lower middle income","2010",14,7503875,4249.09310308345
"5054","Heavily indebted poor countries (HIPC)","HPC","","","2010",1693627,628333588,1769.25117663716
"5055","Croatia","HRV","Europe & Central Asia","High income: nonOECD","2010",936,4417781,18982.0027069654
"5056","Haiti","HTI","Latin America & Caribbean","Low income","2010",NA,9999617,1471.64864918954
"5057","Hungary","HUN","Europe & Central Asia","High income: OECD","2010",5414,10000023,21576.7069453107
"5058","Indonesia","IDN","East Asia & Pacific","Lower middle income","2010",811,241613126,8294.0543496696
"5059","Isle of Man","IMN","Europe & Central Asia","High income: nonOECD","2010",NA,84327,NA
"5060","India","IND","South Asia","Lower middle income","2010",184821,1230984504,4362.84859758474
"5061","Not classified","INX",NA,NA,"2010",NA,NA,NA
"5062","Ireland","IRL","Europe & Central Asia","High income: OECD","2010",9107,4560155,43249.5594490708
"5063","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","2010",1073366,74253373,17163.0792678195
"5064","Iraq","IRQ","Middle East & North Africa","Upper middle income","2010",34655,30868156,12417.7696665771
"5065","Iceland","ISL","Europe & Central Asia","High income: OECD","2010",83,318041,38615.3391912455
"5066","Israel","ISR","Middle East & North Africa","High income: OECD","2010",25471,7623600,28900.9197381996
"5067","Italy","ITA","Europe & Central Asia","High income: OECD","2010",56397,59277417,34740.0546206017
"5068","Jamaica","JAM","Latin America & Caribbean","Upper middle income","2010",21,2690824,8196.27942996631
"5069","Jordan","JOR","Middle East & North Africa","Upper middle income","2010",2450381,6046000,11028.3992852678
"5070","Japan","JPN","East Asia & Pacific","High income: OECD","2010",2586,128070000,33740.5178163254
"5071","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","2010",4406,16321581,19204.5842294328
"5072","Kenya","KEN","Sub-Saharan Africa","Lower middle income","2010",402905,40328313,2487.22455217034
"5073","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","2010",2458,5447900,2733.72933718566
"5074","Cambodia","KHM","East Asia & Pacific","Low income","2010",129,14363586,2462.45278970169
"5075","Kiribati","KIR","East Asia & Pacific","Lower middle income","2010",NA,102648,1613.41844984056
"5076","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","2010",NA,52352,20064.4255713185
"5077","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","2010",358,49410366,30465.2450528476
"5078","Kosovo","KSV","Europe & Central Asia","Lower middle income","2010",NA,1775680,7766.78154125254
"5079","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","2010",184,3059473,72204.3813019722
"5080","Latin America & Caribbean (developing only)","LAC","","","2010",167166,501716478,12388.557969572
"5081","Lao PDR","LAO","East Asia & Pacific","Lower middle income","2010",NA,6260544,3904.35715083399
"5082","Lebanon","LBN","Middle East & North Africa","Upper middle income","2010",463436,4337156,15948.4549204651
"5083","Liberia","LBR","Sub-Saharan Africa","Low income","2010",24743,3957990,683.792125841842
"5084","Libya","LBY","Middle East & North Africa","Upper middle income","2010",7923,6265697,28583.4659963526
"5085","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","2010",NA,177397,10361.8104469952
"5086","Latin America & Caribbean (all income levels)","LCN","","","2010",373865,598662941,13452.7515298636
"5087","Least developed countries: UN classification","LDC","","","2010",1954960,847264134,1896.5420502722
"5088","Low income","LIC","","","2010",1236232,558333178,1332.50563045524
"5089","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","2010",92,36276,NA
"5090","Sri Lanka","LKA","South Asia","Lower middle income","2010",223,20653000,8173.06202748579
"5091","Lower middle income","LMC","","","2010",7123303,2709446875,4849.09076816047
"5092","Low & middle income","LMY","","","2010",13343231,5555493177,7091.71447281466
"5093","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","2010",NA,2010586,2187.39603000957
"5094","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","2010",803,3097282,20085.0600067842
"5095","Luxembourg","LUX","Europe & Central Asia","High income: OECD","2010",3254,506953,84589.8398682131
"5096","Latvia","LVA","Europe & Central Asia","High income: nonOECD","2010",68,2097555,17409.9339000158
"5097","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","2010",NA,534626,96725.4200119943
"5098","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","2010",NA,30235,NA
"5099","Morocco","MAR","Middle East & North Africa","Lower middle income","2010",792,32107739,6365.1851570392
"5100","Monaco","MCO","Europe & Central Asia","High income: nonOECD","2010",NA,36845,NA
"5101","Moldova","MDA","Europe & Central Asia","Lower middle income","2010",148,3562045,3845.63558808189
"5102","Madagascar","MDG","Sub-Saharan Africa","Low income","2010",NA,21079532,1362.29877181923
"5103","Maldives","MDV","South Asia","Upper middle income","2010",NA,367000,10301.7057573731
"5104","Middle East & North Africa (all income levels)","MEA","","","2010",7975540,384945112,16492.3513596491
"5105","Mexico","MEX","Latin America & Caribbean","Upper middle income","2010",1395,118617542,14586.4525136346
"5106","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","2010",NA,52428,3436.51619917623
"5107","Middle income","MIC","","","2010",12106999,4997159999,7736.66714044484
"5108","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","2010",1398,2062443,11678.4063122343
"5109","Mali","MLI","Sub-Saharan Africa","Low income","2010",13558,15167286,1503.12806487339
"5110","Malta","MLT","Middle East & North Africa","High income: nonOECD","2010",6136,414508,26689.9989951494
"5111","Myanmar","MMR","East Asia & Pacific","Lower middle income","2010",NA,51733013,NA
"5112","Middle East & North Africa (developing only)","MNA","","","2010",7942335,331456852,11626.8547911032
"5113","Montenegro","MNE","Europe & Central Asia","Upper middle income","2010",16364,619428,13439.5972688604
"5114","Mongolia","MNG","East Asia & Pacific","Upper middle income","2010",12,2712657,7552.64608299285
"5115","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","2010",NA,53860,NA
"5116","Mozambique","MOZ","Sub-Saharan Africa","Low income","2010",4077,24321457,895.499663909703
"5117","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","2010",26717,3591400,3248.84191559103
